北海道銀行北海道大学病院, 43.07728752520299, 141.34441739794
北海道銀行左股通, 43.066327311956, 141.27384297747994
北海道銀行サンピアザ, 43.03758295149399, 141.47264368904007
北海道銀行JR恵庭駅, 42.88269231262302, 141.5867289135
青森Inter Change (青森自動車道)【青森東方面】, 40.79801092737401, 140.67611969400002
青森Inter Change (青森自動車道)【盛岡方面】, 40.79359418656401, 140.67284559850998
青森中央Inter Change (青森自動車道)【出口】, 40.796312406251985, 140.74759971927006
青森中央Inter Change (青森自動車道)【入口】, 40.79632523398803, 140.74746723052
青森Inter Change (東北自動車道)【青森東方面】, 40.79801092737401, 140.67611969400002
青森東Inter Change (青森自動車道)【出口(下り)】, 40.830135057088, 140.84011483829
青森東Inter Change (青森自動車道)【入口(上り)】, 40.830058900919, 140.84016121317995
青森Inter Change (東北自動車道)【盛岡方面】, 40.79359418656401, 140.67284559850998
青森Inter Change (東北自動車道)【入口(上り)】, 40.81226539091696, 140.68683647102
青森Inter Change (東北自動車道)【出口(下り)】, 40.81194716152001, 140.68627191382006
宮城川崎Inter Change (山形自動車道)【入口】, 38.18125492146902, 140.62713086579004
宮城川崎Inter Change (山形自動車道)【出口】, 38.18130199728097, 140.62705911982994
仙台宮城Inter Change (東北自動車道)【出口】, 38.25928991040999, 140.81381851307003
仙台宮城Inter Change (東北自動車道)【入口】, 38.25910509945197, 140.81385314374006
秋田南Inter Change (秋田自動車道)【出口】, 39.661170549866995, 140.18728330035003
秋田南Inter Change (秋田自動車道)【入口】, 39.661060325269005, 140.18770264342004
秋田北Inter Change (秋田自動車道)【出口】, 39.77911533425899, 140.10973174804997
秋田北Inter Change (秋田自動車道)【入口】, 39.779185239431, 140.10962237934996
秋田中央Inter Change (秋田自動車道)【出口】, 39.720888341584015, 140.17895170797
秋田中央Inter Change (秋田自動車道)【入口】, 39.72097016350699, 140.17889245920003
秋田空港Inter Change (日本海東北自動車道(秋田区間))【出口】, 39.63847814295801, 140.18448654739996
秋田空港Inter Change (日本海東北自動車道(秋田区間))【入口】, 39.63844606477795, 140.18453291984997
山形蔵王Inter Change (山形自動車道)【出口】, 38.242476414788996, 140.37616036639997
山形蔵王Inter Change (山形自動車道)【入口】, 38.24252840635401, 140.37607674627998
山形北Inter Change (山形自動車道)【入口】, 38.29305189634496, 140.36206212459
山形北Inter Change (山形自動車道)【出口】, 38.292841917462965, 140.36195026911003
山形中央Inter Change (東北中央自動車道)【出口】, 38.26908147513103, 140.29727739178998
山形中央Inter Change (東北中央自動車道)【入口】, 38.26896807099496, 140.29725589891996
山形上山Inter Change (東北中央自動車道)【入口】, 38.18750980582999, 140.30749939584007
山形上山Inter Change (東北中央自動車道)【出口】, 38.187590378577, 140.30745577093
相馬Inter Change (東北中央自動車道(福島区間))【福島方面】, 37.77910255057499, 140.90171007498998
福島西Inter Change (東北自動車道)【出口】, 37.73880632842601, 140.42237492055006
福島飯坂Inter Change (東北自動車道)【出口】, 37.80456415729799, 140.45392583164994
福島飯坂Inter Change (東北自動車道)【入口】, 37.80467731195199, 140.45396157340997
福島西Inter Change (東北自動車道)【入口】, 37.739002754433, 140.42349431476998
相馬Inter Change (常磐自動車道)【福島方面】, 37.77910255057499, 140.90171007498998
福島大笹生Inter Change (東北中央自動車道)【入口】, 37.805885041248004, 140.41147494899997
福島大笹生Inter Change (東北中央自動車道)【出口】, 37.805832212287015, 140.41141495658997
相馬Inter Change (東北中央自動車道(福島区間))【仙台方面】, 37.78260468491699, 140.89433329948997
相馬Inter Change (東北中央自動車道(福島区間))【いわき方面】, 37.779986289465015, 140.89619175963003
霊山Inter Change (東北中央自動車道(福島区間))【出口】, 37.76622167898098, 140.58857867635993
霊山Inter Change (東北中央自動車道(福島区間))【入口】, 37.766278173613, 140.58861817037996
伊達中央Inter Change (東北中央自動車道(福島区間))【出口】, 37.81042061759099, 140.53718773269998
伊達中央Inter Change (東北中央自動車道(福島区間))【入口】, 37.810383870180985, 140.53713048933002
伊達桑折Inter Change (東北中央自動車道(福島区間))【入口】, 37.8266452334, 140.51048555458
伊達桑折Inter Change (東北中央自動車道(福島区間))【出口】, 37.82670497817401, 140.51054329685996
北茨城Inter Change (常磐自動車道)【出口】, 36.795499622577, 140.72827040309994
北茨城Inter Change (常磐自動車道)【入口】, 36.79543479653199, 140.72826778114995
茨城町西Inter Change (北関東自動車道(栃木茨城区間))【入口】, 36.305383222088, 140.38334736059005
茨城町西Inter Change (北関東自動車道(栃木茨城区間))【出口】, 36.30530381490901, 140.38336573737
茨城町東Inter Change (北関東自動車道(栃木茨城区間))【出口】, 36.316473191894005, 140.45480869683
茨城町東Inter Change (北関東自動車道(栃木茨城区間))【入口】, 36.316556266546996, 140.45483444114006
茨城空港北Inter Change (東関東自動車道(水戸線))【出口】, 36.233336967092995, 140.42027637943
茨城空港北Inter Change (東関東自動車道(水戸線))【入口】, 36.23345103774399, 140.42028374900997
栃木Inter Change (東北自動車道)【入口】, 36.40272830122899, 139.71200060350998
栃木Inter Change (東北自動車道)【出口】, 36.402859109015, 139.71160763177
茂原北Inter Change (圏央道(千葉区間))【出口】, 35.48692284239502, 140.27111558794002
茂原北Inter Change (圏央道(千葉区間))【入口】, 35.48698016737501, 140.27104384167
木更津東Inter Change (圏央道(千葉区間))【入口】, 35.36111680399901, 140.05253830095
木更津東Inter Change (圏央道(千葉区間))【出口】, 35.361202127211996, 140.05251692436002
山武成東Inter Change (圏央道(千葉区間))【出口】, 35.61561722244099, 140.37755265783994
